"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"Age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio.";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTimes60.89DaysPastDueNotWorse";"NumberOfDependents"
"68682";0;0.235623523;49;0;0.105654531;6454;16;0;0;0;3
"43765";0;0.190351206;62;1;0.423534365;9500;12;0;2;0;0
"113295";0;0.477332121;41;0;0.143663194;2303;5;0;0;0;0
"45906";0;0.00243525;41;0;0.304122253;10600;11;0;3;0;0
"128537";0;0.011135916;89;0;0.005842487;4278;16;0;0;0;0
"21154";0;0.001775932;54;0;0.532263989;8166;9;0;3;0;0
"84091";0;0.015171411;78;0;0.007328448;3001;6;0;0;0;1
"17269";0;0.364540335;40;0;0.287025056;8500;17;0;1;0;1
"149802";0;0.134639562;75;0;0.058594835;3600;6;0;0;0;0
"42243";0;0.783577998;51;0;0.759387139;4633;15;0;2;0;2
"146648";0;0.079356287;74;0;0.010017314;8085;2;0;0;0;0
"131794";1;0;46;0;0.277835372;4822;7;0;1;0;4
"63794";1;0.9999999;49;0;0.024080268;2989;0;1;0;0;2
"75317";0;0.067761654;53;0;0.874309655;5250;21;0;1;0;2
"41592";0;0.132956425;48;0;0.630987182;4446;7;0;1;0;2
"102409";0;1.03352744;45;0;0.396086544;11600;17;0;2;0;1
"113800";0;0.173595915;62;0;0.176303949;6000;10;0;0;0;1
"46226";0;0.350045388;39;0;0.186423731;9000;20;0;0;0;5
"103917";0;0.9999999;26;0;0.049987503;4000;2;0;0;0;1
"41070";0;0.304594928;42;0;0.167505874;2978;5;0;0;0;3
"101870";0;0.023271154;62;0;0.237863339;6570;6;0;1;0;0
"5882";0;0.04213462;52;0;0.163676124;17833;13;0;1;0;1
"44657";0;0.05546008;41;0;0.028204752;74880;9;0;1;0;3
"101792";0;0.039752623;70;0;0.492661136;4700;9;0;1;1;0
"120793";0;0.048625544;37;0;0.17039559;6167;4;0;1;0;3
"135865";0;0.186535466;43;0;0.299116814;6000;8;0;2;0;4
"80589";0;0.094190581;33;0;0.247735083;3200;9;0;0;0;0
"112403";0;0;59;0;0.060698741;8500;5;0;0;0;2
"18123";0;0.039340015;32;0;0.148908486;6916;10;0;0;0;0
"75457";0;0.039838623;82;0;0.294772922;3500;11;0;1;0;0
"62403";0;0.022572097;66;0;0.119286704;5775;10;0;0;0;1
"11247";0;0.807027567;41;0;0.549468861;4800;7;0;2;0;2
"124633";0;0.134789854;39;0;0.263976002;7333;9;0;1;0;0
"146046";0;0.007897978;45;0;0.207583393;8333;6;0;1;0;0
"121381";0;0.015624023;43;0;0.95160484;10000;6;0;2;0;2
"28320";0;0.754491018;23;0;0.055493896;900;3;0;0;0;0
"64292";0;0.489699164;61;0;0.054784333;4033;9;0;0;0;0
"8744";0;0.038931858;43;0;1.448850383;3000;20;0;3;0;4
"88430";0;0.088922777;63;0;0.168045831;3141;5;0;0;0;0
"52729";0;0.028690408;48;0;0.440568789;8227;12;0;1;0;3
"38964";0;0.008055924;45;0;0.60172931;5666;14;0;2;0;0
"70896";0;0.339759185;43;0;0.403695349;9308;21;0;2;0;1
"64880";0;0.999536259;43;0;0.884215735;8083;10;0;2;1;3
"33425";0;0.458131824;59;0;0.41285897;8600;6;0;1;0;0
"86717";0;0.26454556;42;0;0.312364966;12033;11;0;2;0;2
"19734";0;0.006674735;72;0;0.201960784;4589;7;0;1;0;0
"71466";0;0.857406941;41;0;0.328458943;8000;8;0;1;0;1
"8756";0;0.691544216;58;1;0.405756135;7782;6;0;2;0;2
"29872";0;0.876555938;61;0;1.404865733;4356;11;0;2;0;1
"96597";0;0.26298111;43;0;0.529550132;3400;13;0;1;0;2
"111229";0;0.057832406;59;0;0.243802779;3670;13;0;1;0;0
"139235";0;0;51;0;0.310096154;5407;8;1;3;0;0
"125508";0;0.9999999;37;0;0.335209003;4975;4;0;1;0;1
"120120";0;0.120302424;56;0;0.307256014;5112;17;0;2;0;1
"53895";0;0.204245459;54;3;1.763206132;6000;11;0;1;0;0
"13972";0;0;54;0;0.364484184;10400;7;0;2;0;7
"112139";0;0.0347018;45;0;0.28992566;3900;3;0;1;0;1
"12154";0;0.394052045;23;0;0.082980012;1650;9;0;0;0;0
"122721";0;0.341510566;43;0;0.200583516;2741;5;0;0;0;4
"4850";0;0.9999999;63;1;0.00759631;1842;1;1;0;0;1
"120403";0;0.43870351;77;0;0.245748299;3527;7;0;0;0;0
"23911";0;0.787254682;56;1;0.241763876;7800;5;0;1;1;0
"55186";0;0.042860155;81;0;0.192209451;6263;4;0;1;0;1
"85390";0;0.096155678;62;0;0.266111625;6485;8;0;1;0;1
"72256";0;0.100128012;42;0;0.328729907;8833;13;0;2;0;3
"77914";0;0.806772175;42;0;0.115304348;5749;6;2;0;0;1
"14065";0;0.088192961;57;0;0.314096294;9200;27;0;2;0;0
"27378";0;0.992436639;38;1;0.593323037;8416;7;0;4;0;0
"85040";0;0.9999999;24;0;0.180204949;4000;1;1;0;1;0
"111878";0;0.529957383;73;0;0.37656823;5180;11;0;0;0;0
"110134";0;0.498215235;39;0;0.463163231;5917;12;0;2;0;1
"138946";0;0.01209877;74;0;0.002832861;6000;8;0;0;0;0
"3646";0;0;64;1;0.446996466;7923;14;0;2;0;2
"140883";0;0.032393521;72;0;0.348421053;949;2;0;1;0;0
"73344";0;0.015960434;39;0;0.39179573;7166;12;0;1;0;0
"14653";0;0.476858817;52;0;0.557270654;5700;15;0;1;0;3
"52347";0;0;85;0;0;3400;5;0;0;0;0
"1033";0;0.135083219;58;0;0.065139307;10300;7;0;0;0;2
"146108";1;0.503856041;64;0;1.206393329;2877;11;10;1;2;0
"67931";0;0.00046752;64;0;0;4514;2;0;0;0;0
"100678";0;0.372614039;58;1;0.298512238;6250;5;0;1;0;1
"139617";0;0.9999999;47;0;0.296023312;5833;4;0;2;0;0
"143961";0;0.169783022;36;0;0.040961135;6200;5;0;0;0;0
"85332";0;0.035670435;71;0;0.00948463;8750;8;0;0;0;0
"75082";0;0.407359673;51;0;0.4990004;2500;11;0;1;0;2
"85267";0;0.121773316;64;0;0.749305442;6118;17;0;2;0;0
"135056";0;0.325689144;62;1;0.299130435;11499;7;0;2;0;4
"45501";0;0.034874693;49;0;0.511805999;4700;4;0;1;0;1
"25939";0;0.03336143;55;0;0.414058594;10000;14;0;3;0;0
"121141";1;0.9999999;45;2;0.319142074;6200;7;0;1;0;2
"61121";0;0.003083446;53;0;0.096175478;5333;12;0;0;0;5
"53067";0;0.421456963;35;0;0.500097675;5118;11;0;2;0;3
"53897";0;0.057075862;54;0;687.5;1;8;0;1;0;0
"53177";0;0.087964814;37;0;0.687132439;4250;8;0;1;0;1
"99331";0;0.464533384;69;0;0.499638989;2769;12;0;1;0;0
"47018";0;0.101529949;53;2;0.96089082;1840;13;0;1;0;1
"115212";0;0.003873399;65;0;0.000946074;12683;12;0;0;0;2
"143185";0;0.024821671;68;0;0.310277004;6100;10;0;2;0;0
"101805";0;0.9999999;63;0;0.90904915;2176;2;0;1;0;0
"88632";0;0.9999999;40;0;0.154579601;3460;3;0;1;0;2
"85054";0;0.604311187;34;0;0.433184374;13873;6;0;2;0;5
"66050";0;0.02090034;73;0;0.090619308;13175;10;0;3;0;0
"57702";0;0;31;0;0.34892638;2607;11;0;0;0;1
"97115";0;0.046426302;59;0;0.145518912;16100;13;0;2;0;1
"82395";0;0;69;0;0.197480504;8334;6;0;1;0;0
"34208";0;1.078768493;56;1;0.482559431;4500;5;0;2;0;3
"4354";0;0.539370194;52;0;0.53993005;6861;11;0;2;0;3
"81537";0;0.30649215;42;0;0.690513219;10930;13;0;4;0;0
"26501";0;0.954560604;39;2;0.519349593;9224;7;0;2;0;2
"55802";0;0.029085278;38;0;0.031656115;3000;7;0;0;0;0
"125568";0;0;48;0;0;6916;5;0;0;0;0
"21196";0;0.364770013;51;0;1.315731917;6400;12;0;2;0;4
"43292";0;0.362228903;63;0;0.163702593;4666;18;0;0;0;0
"87178";0;0.043758833;74;0;0.609561753;501;14;0;0;0;0
"148046";0;0.871604036;35;1;0.46355309;7750;8;0;2;0;2
"64173";0;0.202172844;74;0;0.459718889;5833;15;0;2;0;1
"69828";0;0.143760573;53;0;0.445668659;22417;13;0;3;0;0
"81778";0;0.931353123;54;0;0.361642557;15000;10;0;2;0;3
"87596";0;0.849693846;56;0;0.952643873;4708;13;0;1;0;1
"38225";0;0.067105389;58;0;0.232353135;15200;8;0;1;0;1
"114362";0;0.348318859;60;0;1.131094756;2173;10;0;2;0;0
"17078";0;0.014985493;40;1;0.342665569;8500;10;0;2;0;0
"102251";0;0.245643732;46;0;0.10870513;6880;6;0;0;0;3
"108097";0;0.319928905;72;0;0.397048322;4200;7;0;1;0;0
"112529";0;0.034788606;85;0;0.231672319;3832;6;0;1;0;0
"19813";0;0.545718211;45;0;0.772041447;5500;7;0;2;0;1
"94807";0;0.579014629;41;0;0.315595467;25500;8;0;2;0;2
"73929";0;0.436420598;82;0;1.00860872;3600;10;0;1;0;1
"69564";1;0.692730039;54;0;0.616071429;4367;15;0;2;0;2
"16929";0;0.029548428;48;0;0.077543108;9800;7;0;0;0;3
"17902";0;0.061353551;36;0;0.350616136;4300;11;0;1;0;2
"127788";0;0;54;0;0.177665787;12500;14;0;3;0;0
"138350";0;0.225882758;56;1;0.327686754;3600;7;1;2;0;0
"127193";0;0;63;0;0;5667;7;0;0;0;0
"67650";0;0.454676527;41;0;0.210409394;3150;6;0;0;0;1
"81211";0;0.404436788;46;0;0.347904115;7800;15;0;2;0;0
"88057";0;0;37;0;0.184242101;7500;9;0;2;0;0
"81106";0;0.133866134;58;0;0.000888691;4500;3;0;0;0;0
"10003";0;0.025366829;57;0;0.589366984;4833;16;0;1;0;0
"142736";1;0.9999999;63;2;0.614247032;4800;5;3;3;0;0
"120756";0;0.163294686;34;0;0.285826309;5100;8;0;0;0;3
"84058";0;0.002888568;28;0;0.226864506;2560;9;0;0;0;0
"125012";0;0.450167088;62;0;0.168923141;4800;5;0;0;0;0
"117569";0;0;40;0;0.253596542;15500;7;0;2;0;2
"119304";0;0.887938129;61;0;0.618487173;7561;20;0;3;0;2
"132214";0;0.9999999;36;0;0;4500;3;0;0;0;3
"25195";0;0.006678085;42;0;0.259853505;8600;6;0;1;0;1
"89937";0;0.9999999;58;1;0.052792321;4583;4;0;0;1;0
"112914";0;0.043611027;61;0;0.142097426;4700;6;0;1;0;1
"71917";0;0.031327205;70;0;0.010117734;5435;4;0;0;0;0
"65512";0;0.021560944;61;0;0.005267215;7783;7;0;0;0;0
"23500";0;0.041116711;65;0;0.249517977;8816;10;0;3;0;1
"21402";0;0.538822151;67;0;0.337654161;27000;21;0;4;0;2
"40603";0;0.017204613;33;0;0.263578893;7750;5;0;1;0;1
"29307";0;0.068348921;27;0;0.330393367;5668;8;0;2;0;0
"32929";0;0;33;0;0.372876214;3295;6;0;1;0;0
"141198";0;0.0214725;61;0;0.239871596;9033;6;0;1;0;0
"56617";0;0.889425881;37;0;0.191508053;3414;10;0;0;0;1
"26889";0;0.068912918;29;2;65;0;5;0;0;0;0
"12916";0;0.9999999;82;0;0;2283;3;0;0;0;0
"1867";1;1.000782541;49;1;0.642629905;6600;9;0;1;1;0
"115485";0;0;29;0;0;2700;1;0;0;0;0
"124930";0;0.053064118;47;0;0.281304482;9750;8;0;2;0;3
"37162";0;0.031281929;62;0;0.005302096;8109;10;0;0;0;1
"90942";0;0;54;0;0.168100505;7322;3;0;1;0;2
"106849";0;0.9999999;23;0;0;0;1;0;0;0;0
"21492";0;0;59;1;0.340856244;7310;7;0;2;0;0
"130197";0;0.645403203;45;0;0.230193237;4139;5;0;0;0;0
"105381";0;0.030322638;45;0;0.208087616;3560;7;0;0;0;1
"82069";0;0.093898365;44;0;0.342483185;5500;7;0;2;0;1
"12686";0;0.018327224;54;1;0.000475964;2100;3;0;0;0;0
"39067";0;0.397088289;50;0;0.243121741;5560;5;0;1;0;1
"109029";0;0.082033381;73;0;0.712366021;6250;10;0;2;0;1
"139900";0;0.014728074;49;0;0.060567751;8700;7;0;1;0;3
"100970";0;0;23;0;0;2745;2;0;0;0;0
"107308";0;0.9999999;28;0;0.092986912;5118;4;0;0;0;1
"127687";0;0;38;0;0.391437309;4250;10;0;2;0;0
"142429";0;0.35324566;58;0;0.3047649;6358;12;0;1;0;0
"12724";0;0.088799343;40;1;0.840042655;3750;13;0;1;0;1
"97286";0;0.059624968;78;1;0.078522864;7500;17;0;0;0;0
"116554";1;0.750188816;40;0;0.915360502;1913;7;0;1;0;3
"689";0;0.091106715;63;0;0.035418452;3500;5;0;0;0;0
"121690";0;0.52493078;36;0;0.532030895;2200;7;0;0;0;0
"41462";0;0.001178258;52;2;0.25408437;4100;7;0;1;1;0
"22041";0;0.076505683;52;0;0.23032176;5500;9;0;1;0;2
"104087";0;0.425295679;52;0;0.440154003;8830;7;0;2;0;1
"36954";0;0.024332522;45;0;0.00499762;4201;7;0;0;0;0
"142772";0;0.181953496;47;0;0.132923587;41000;16;0;2;0;1
"56491";0;0.037501034;61;0;0.252809809;6850;9;0;1;0;0
"105274";0;0.957608582;58;2;0.702085119;3500;10;0;2;0;0
"58344";0;0;40;1;0;3800;7;0;0;0;0
"45488";0;0.075660371;39;0;0.080535218;3960;3;0;0;0;0
"69862";0;0.052188023;41;1;0.45358704;11666;18;0;2;0;2
"11287";0;0.004989649;63;0;0.190944575;6404;8;0;1;0;1
"7986";0;0;58;1;0.05988625;11955;5;0;1;0;0
"60746";0;0.242866925;59;0;0.378121649;13053;11;0;2;0;0
"53738";0;0.9999999;25;0;0;2374;1;0;0;1;0
"8334";0;0.03833683;31;0;0.381633595;6500;8;0;2;0;0
"134740";0;0.040692353;42;0;0.265340635;12417;8;0;2;0;2
"109518";0;0.185965119;41;0;0.0843483;5500;5;0;0;0;1
"8268";0;0.170445226;34;0;0.525245792;6000;9;0;2;0;0
"95942";0;0.247292691;61;1;0.278965129;5333;10;0;1;0;0
"88100";0;0.604420399;67;0;0.113520997;6500;6;0;0;0;0
"143725";1;0.9999999;49;2;0.526303646;4333;2;1;1;0;0
"65730";0;0.124180667;52;0;0.256678108;6700;13;0;2;0;0
"14777";0;0.352102994;32;0;0.243817787;2304;3;0;0;0;0
"30984";0;0.04389561;50;0;1965;0;4;0;1;0;2
"55505";0;0.448297754;34;0;0.152410575;4500;7;0;0;0;3
"24302";0;0.272482616;45;0;0.110750983;14500;7;0;0;0;3
"116943";0;0.049864487;33;0;0.391576053;8000;17;0;2;0;3
"34251";0;0.02459464;72;2;0.004947983;7881;9;0;0;0;0
"2265";0;0.102657816;75;0;0.40029985;2000;10;0;1;0;0
"146589";0;0.098779403;41;2;0.117085092;4500;6;0;0;0;2
"84601";0;0.000973561;55;1;0.268462965;9166;10;0;1;0;1
"104267";0;1.637271215;64;2;0.16066838;3889;3;1;0;0;0
"75149";0;0.337852115;42;0;0.303761819;9941;14;0;2;0;4
"94127";0;0.087849373;35;0;0.241475852;10000;3;0;2;0;1
"36364";0;0.347426592;44;0;0.564891367;5200;11;0;1;0;2
"131576";0;0.371729807;57;0;0.489450305;10805;12;0;1;0;0
"84246";0;0;76;0;0;8000;5;0;0;0;0
"37617";0;0.131239212;42;0;0.074935717;24500;8;0;1;0;1
"92578";0;0.431372549;75;0;0.772803581;1786;8;0;0;0;0
"147419";0;0.007256317;63;0;0.365572538;3990;13;0;2;0;0
"78397";0;0.186813187;24;0;131;0;6;0;0;0;0
"50730";0;0.773801871;55;0;0.064705317;10400;3;0;1;0;1
"115153";0;0.030118331;36;0;0.496717724;3198;9;0;1;0;0
"116155";0;0.00719856;56;0;0.230525118;16700;4;0;1;0;3
"93944";0;0.875564773;44;2;0.361325336;3500;6;0;1;0;2
"99107";0;0.318476797;62;0;0.182665896;13833;8;0;2;0;0
"2369";0;0.393875435;65;0;0.329797446;20833;15;0;6;0;3
"59196";0;0.016712118;85;0;0.005994006;1000;2;0;0;0;0
"4255";0;0.042207085;76;0;0.118658281;9539;18;0;1;0;0
"74822";0;0.270332498;75;0;0.286031658;3600;7;0;0;0;0
"31154";0;0.814036071;37;0;0.204359128;5000;7;0;0;0;3
"102378";0;0.9999999;66;0;0.604873535;3241;4;0;1;0;0
"29024";0;0.084333266;61;0;0.024010383;1540;3;0;0;0;0
"145870";0;0.32966919;54;0;0.114949178;12100;11;0;0;0;0
"112592";1;0.578269597;61;0;0.203479178;5690;13;0;2;0;0
"135262";0;0.13144914;85;0;0.057768924;501;4;0;0;0;0
"12185";0;0.664814846;55;0;0.747437405;5950;10;0;1;0;3
"26648";0;0.362489352;47;0;0.394753816;4650;8;0;1;0;0
"108483";0;0.103520546;35;0;0.495973341;3600;13;0;1;0;1
"61909";0;0.110549112;33;0;0.337461652;8800;7;0;2;0;1
"142616";0;0.190349539;45;0;0.518413598;6000;16;0;2;0;0
"128612";0;0.023985037;71;0;0.018993669;3000;14;0;0;0;1
"66514";0;0;47;3;0.001385681;2164;5;1;0;0;2
"40748";0;0.113925969;59;0;0.392699372;4300;12;0;1;0;2
"72732";0;0.390434815;55;0;1129;0;7;0;1;0;0
"142740";0;0.098676055;39;0;0.315823606;3083;8;0;2;0;0
"109236";0;0.043978694;47;0;0.967221135;2043;5;0;1;0;0
"91849";1;0.070546737;55;0;0.276816609;2600;9;0;0;0;0
"99992";0;0.185304078;63;0;0.311879568;9166;12;0;1;0;1
"100132";0;0.012132126;49;0;1.874779541;1700;14;0;2;0;0
"30858";0;0.229680529;29;0;0.686514108;4500;8;0;1;0;1
"107990";0;0;55;0;0.074359531;9211;8;0;1;0;0
"135801";0;1.051974013;32;0;0.269115442;2667;7;0;0;0;0
"102622";0;0.067205533;42;1;0.951442445;3500;6;0;2;0;1
"19111";0;0.709919362;48;1;0.207786148;15000;14;0;3;0;1
"130333";0;0.364530083;37;0;0.207227989;2600;4;0;0;0;0
"79534";0;0.043594985;54;0;0.77103271;7000;15;0;2;0;0
"27288";0;0.393088383;61;1;0.506402735;19600;20;0;3;0;1
"245";0;0.053431552;41;0;0.20364404;9000;3;0;1;0;0
"12454";0;0.011788888;80;0;0.277897768;4166;18;0;0;0;1
"71252";0;0.692564049;54;0;0.038062284;2600;2;0;0;0;0
"107139";0;0.529074399;54;0;0.425669241;9450;10;0;2;0;1
"33949";0;0.153712838;54;0;0.182679296;14040;2;0;1;0;3
"122255";0;0.155986148;29;0;0.575856036;4000;8;0;2;0;0
"62780";0;0.721536098;64;1;0.405227493;5164;11;0;1;0;0
"16309";0;0.012621916;46;0;0.200547778;9857;5;0;1;0;0
"119663";0;0.73166997;49;0;0.367964956;10500;17;0;1;0;1
"81238";0;0.662660216;32;0;0.135733033;8000;4;0;0;0;4
"94711";0;0.605736914;48;0;0.227455582;11931;9;0;1;0;1
"38034";0;0.069511038;67;0;0.00975786;8300;3;0;0;0;1
"60768";0;0.003393379;42;0;0.027469625;13250;6;0;0;0;4
"104256";0;0.211417836;37;0;1.386355845;2916;12;0;2;0;1
"122515";0;0.453624026;46;0;0.153170509;30625;12;0;2;0;3
"118638";0;0.014691459;72;0;75;0;13;0;0;0;0
"127277";0;1.021836359;61;0;0.450577664;2336;4;0;1;0;0
"61741";0;0.34038354;42;0;0.509758677;10400;8;0;2;0;3
"7855";0;0.220293638;62;0;0.265243716;16350;10;0;1;0;0
"27339";0;0.100169558;42;0;0.49433666;8916;7;0;3;0;0
"121861";0;0.011932316;93;0;0.003749063;4000;3;0;0;0;0
"26514";0;0.385863268;36;1;0.499914545;5850;10;0;1;0;2
"1087";0;0.866344471;34;0;0.14802475;2100;1;0;0;0;0
"23262";0;0.9999999;26;0;0.259391064;2528;3;0;0;0;0
"72047";0;0.006224589;69;0;0.253087493;5748;8;0;1;0;0
"44549";0;0.9999999;33;0;0;3375;1;0;0;0;3
"129216";0;0.000614262;50;0;0;8723;8;0;0;0;1
"50432";0;0.043627948;56;0;0.326243539;11800;8;0;2;0;2
"33043";0;0.721943202;57;0;0.303780965;2300;9;0;0;0;0
"142462";0;0.001706134;36;0;0.260096719;7650;8;0;2;0;4
"144346";0;0.357130018;57;0;0.355284775;14607;14;0;5;0;2
"33879";0;0.9999999;48;0;0.229624652;10416;6;0;1;0;1
"26689";0;0.047987381;50;1;0.34495688;8000;11;0;2;0;1
"8698";0;0.050786045;44;0;0.204764803;11500;8;0;2;0;2
"1621";0;0.143931853;61;0;0.222951896;6090;9;0;1;0;0
"43457";1;0.9999999;32;1;0.084544965;1856;2;0;0;0;1
"70861";0;0.652577038;33;0;0.43582567;2500;6;0;0;0;0
"47212";0;0.370756365;66;0;0.517607165;11500;20;0;2;0;0
"45059";0;0.035331662;33;0;0.032490308;10833;12;0;0;0;0
"9417";0;0.427766923;62;1;0.139850645;2945;8;0;0;0;1
"138806";0;0.044842704;72;0;0.088252259;5200;6;0;0;0;1
"62056";0;0.287596191;46;0;0.287150966;26250;8;0;4;0;2
"123898";0;0.053434037;41;0;0.452203824;12500;7;0;2;0;2
"905";0;0.037379559;37;0;0.333851794;9000;11;0;2;0;0
"142304";0;0.048296934;33;0;0.298422713;3169;5;0;0;0;0
"114388";0;0.9999999;36;1;0.206367162;6187;2;2;0;0;2
"149457";0;0.814825498;30;0;0.316302187;5029;7;0;2;0;1
"32852";0;0.304926764;28;0;0.017995766;2833;4;0;0;0;0
"63285";0;0.179830009;69;1;1.096620657;2100;29;0;2;0;1
"91752";0;0.050736854;59;0;0.50238046;4830;19;0;1;0;1
"34461";0;0.245528275;81;0;0.15133438;3184;3;0;0;0;0
"19528";0;0.049122874;48;0;0.489754098;7807;11;0;2;0;1
"141155";0;0.00837034;34;0;0.111703546;3750;4;0;0;0;0
"107594";1;0.963327411;49;6;1.726819386;6416;15;2;8;3;0
"97188";0;0.000496071;60;0;0.204382638;9491;15;0;1;0;1
"44516";0;0.008280491;39;0;0.43772242;5900;14;0;2;0;0
"2711";0;1;23;1;0.566037736;900;4;0;0;0;0
"128564";0;0.066774176;54;0;0.292291542;6667;13;0;1;0;0
"53282";0;0.027103962;62;0;0.412228418;5200;12;0;1;0;0
"91541";0;0.244422224;55;0;0.069077577;12000;5;0;1;0;2
"42797";0;0.033895016;59;0;0.376862745;5099;8;0;1;0;0
"7693";0;0.065868263;25;0;0;5082;2;0;0;0;0
"37211";0;0.684696801;40;0;0.354177898;1854;3;0;0;0;2
"134898";0;0.040710484;49;0;0.156153507;6800;9;0;0;0;0
"85024";0;0.074889868;40;0;0.107170755;6400;9;0;0;0;0
"2478";0;0.025079156;64;0;0.010381862;8379;12;0;0;0;0
"109007";0;0.156327186;42;0;0.26333929;7833;12;0;1;0;0
"11106";0;0.9999999;39;0;0.315138051;3150;3;0;1;0;0
"41759";0;0.149760174;55;0;0.322910851;5372;7;0;1;0;5
"87697";0;0.185800546;36;0;0.358554489;1770;6;0;0;0;0
"142649";0;0;32;0;0.210211841;3681;5;0;0;0;0
"143826";0;0.016570837;60;0;0.246800181;6640;3;0;1;0;0
"58714";0;0.005687275;71;0;0.208697826;4000;10;0;0;0;0
"10328";0;0.137941468;59;0;0.594922346;14100;22;0;6;0;0
"74007";0;0.284676227;67;0;0.634675807;3500;14;0;1;0;2
"118945";0;0.017104207;32;0;0.569502557;2150;16;0;2;0;0
"61453";0;0.804839032;39;0;0.26107993;5166;5;0;2;0;0
"32940";0;0.042076276;54;0;0.302385009;7043;6;0;1;0;1
"76814";0;0.873708764;50;2;0.30462605;7500;10;0;1;3;0
"100580";0;0.007761001;60;0;0.196517852;17000;10;0;1;0;0
"78398";0;0.519546688;52;0;0.510454218;4160;15;0;2;0;1
"75459";0;0.304517771;36;0;0.449635324;5072;9;0;1;0;0
"71053";0;0.506401271;39;0;0.226970033;1801;7;0;0;0;1
"114488";0;0.008021535;87;0;0.002989943;7357;8;0;0;0;0
"94513";0;0.093758392;26;0;0.044032357;13103;13;0;0;0;0
"33746";1;0.9999999;34;1;0.894105894;1000;1;0;1;0;3
"70603";0;0.830919475;55;0;0.429028133;4691;14;0;0;0;2
"58889";0;0.043161787;67;0;0.370475515;5635;8;0;2;0;0
"11839";0;0.076547605;52;0;0.109200947;11400;11;0;1;0;3
"61954";0;0.133021881;73;0;0.284519868;12079;12;0;2;0;0
"149934";0;0;56;0;0.49410118;5000;8;0;1;0;0
"117922";1;0.9999999;45;2;0.380927566;1918;6;0;2;0;2
"63091";0;0.03693736;75;0;0.300909091;4399;14;0;2;0;0
"43781";0;0.185379109;43;1;0.610299078;4446;10;0;2;0;0
"66896";0;0.025201246;67;0;0.546581972;6611;11;0;4;0;0
"1829";0;0.162704663;36;0;0.043175147;8175;9;0;0;0;4
"58792";0;0.028742814;27;0;0.058451472;4584;4;0;0;0;0
"43311";0;0.012938684;69;0;0.353473637;4418;12;0;2;0;0
"106042";0;0.307112859;43;1;1.334665335;1000;8;0;1;0;0
"107869";0;0.995846473;30;0;0.263984766;4200;8;0;0;0;2
"111193";1;1.043994501;38;0;0.825099375;1760;6;0;0;0;2
"61978";0;0.00130861;75;0;0.000263713;3791;6;0;0;0;0
"29104";0;0.001045738;73;0;0.000349101;5728;5;0;0;0;1
"40327";1;0.9999999;28;1;0.767088608;394;1;0;0;0;0
"142764";0;1.003498251;43;1;0.190340148;11200;5;0;1;0;2
"61732";0;0.009587505;74;0;0.008102051;5800;15;0;0;0;0
"138920";0;0.46110762;71;0;1.011625203;4300;12;0;1;0;0
"123007";0;0.679592263;42;0;0.609742283;3530;8;0;2;0;1
"138754";0;0.634878007;50;0;0.344604528;3400;6;0;2;0;2
"473";0;0.073123172;33;0;0.216405216;5290;9;0;0;0;0
"24904";0;0.074037397;66;0;115;0;5;0;0;0;0
"142355";0;0.125394778;64;0;0.445389523;5172;19;0;1;0;0
"139975";0;0.058431386;53;0;0.052829139;7192;11;0;0;0;0
"291";0;0.191001932;54;0;0.705627706;5081;10;0;2;0;2
"42660";0;0.451259278;64;0;0.190461725;6583;16;0;0;0;0
"48839";0;0.54449231;50;0;0.984503874;4000;16;0;2;0;0
"141300";0;0.757769739;63;0;0.370670158;8400;9;0;1;0;1
"139546";0;0.176584656;54;2;0.314358974;9749;9;0;2;0;0
"73747";0;0.055649754;59;1;0.182216753;13000;7;0;1;0;3
"84022";0;0.43610219;42;0;0.509074546;20000;14;0;2;0;2
"80587";1;0;36;1;0.680088864;3600;7;0;2;0;0
"137826";0;0.073471559;64;0;1.017712177;4064;34;0;2;0;0
"94910";0;0.04775618;48;0;0.011291461;1416;2;0;0;0;2
"110084";0;0.722234297;62;2;0.539230385;2000;10;0;0;0;0
"113097";0;0.911739503;60;1;0.333333333;3500;9;1;0;0;3
"112715";0;0.455809932;32;0;1.368157286;2593;6;0;1;0;0
"136282";1;0.625687156;39;3;1.321861557;2556;6;1;1;2;1
"50734";1;0.944365193;30;2;0.130773845;5000;3;2;0;0;1
"140454";0;0.031570448;59;0;0.132463575;10500;10;0;1;0;0
"89476";0;0.11584246;28;0;0.06284218;4200;6;0;0;0;3
"99771";0;0.908993407;46;2;0.422841906;9000;9;0;3;0;2
"109061";0;0.025026639;45;0;0.234502066;7500;6;0;1;0;0
"53447";0;0.036160573;49;1;4.909454061;750;18;0;2;0;0
"54156";0;0.27938493;33;0;0.591906475;5559;10;0;2;0;3
"138238";0;0.639422552;61;0;0.485518293;5247;7;0;1;0;0
"49611";0;0.190874843;54;0;0.60511048;8100;4;0;2;0;0
"51496";0;0.033365937;50;0;0.1678235;4033;10;0;0;0;0
"31372";0;0.056832418;72;0;0.012331278;6000;12;0;0;0;0
"59243";0;0;35;0;0.08088033;3634;7;0;0;0;0
"149707";0;0.709567158;31;0;0.415194935;3000;7;0;0;0;0
